-1.032560,1.763615,0.789424
-1.028204,1.763671,0.783767
-1.023236,1.765255,0.775572
-1.020845,1.768939,0.765341
-1.021194,1.772993,0.755618
-1.024170,1.775273,0.749243
-1.028553,1.775934,0.745538
-1.033179,1.775090,0.743600
-1.039356,1.773799,0.741688
-1.046087,1.771257,0.742075
-1.051713,1.766079,0.745270
-1.056020,1.755735,0.753983
-1.059282,1.741668,0.766337
-1.063574,1.726926,0.779918
-1.069268,1.716084,0.790410
-1.075324,1.707010,0.800272
-1.078817,1.699183,0.809858
-1.080060,1.688447,0.822764
-1.079251,1.676561,0.836444
-1.077684,1.667037,0.846974
-1.075547,1.659649,0.854676
-1.072378,1.657333,0.856293
-1.068707,1.658667,0.853771
-1.065272,1.661937,0.849561
-1.062090,1.664790,0.845989
-1.058185,1.665581,0.844051
-1.052853,1.665213,0.841918
-1.047834,1.664992,0.838682
-1.044261,1.664882,0.835328
-1.040954,1.666351,0.830254
-1.037697,1.669244,0.823650
-1.035128,1.671591,0.817977
-1.033554,1.673823,0.812981
-1.032919,1.676813,0.807696
-1.033223,1.681960,0.800648
-1.035008,1.688918,0.792674
-1.036880,1.694320,0.787400
-1.038349,1.696637,0.786014
-1.038661,1.695133,0.788669
-1.038193,1.692074,0.792327
-1.037723,1.689407,0.794717
-1.038655,1.688088,0.795168
-1.041021,1.689346,0.793409
-1.043825,1.692481,0.790258
-1.045937,1.694695,0.788612
-1.046871,1.695194,0.788867
-1.047759,1.693704,0.791412
-1.048223,1.692841,0.792927
-1.048702,1.692475,0.793762
-1.048028,1.692683,0.793485
-1.047065,1.693437,0.792367
-1.046623,1.694495,0.791079
-1.046931,1.696583,0.789005
-1.047177,1.699242,0.786502
-1.046915,1.702304,0.783492
-1.045803,1.704792,0.780749
-1.044927,1.706959,0.778276
-1.044337,1.708484,0.776369
-1.044208,1.710522,0.773967
-1.044705,1.712199,0.772265
-1.044789,1.713169,0.771361
-1.044026,1.713569,0.770842
-1.043538,1.712738,0.771779
-1.043377,1.711058,0.773673
-1.043999,1.709267,0.775811
-1.045154,1.708145,0.777382
-1.045672,1.706932,0.779013
-1.045543,1.706063,0.780021
-1.045144,1.705094,0.780872
-1.044511,1.704301,0.781237
-1.044533,1.703962,0.781280
-1.044627,1.702825,0.782359
-1.044938,1.701403,0.783849
-1.045585,1.700073,0.785255
-1.046300,1.700350,0.784833
-1.046597,1.702105,0.782713
-1.046390,1.701798,0.783155
-1.045325,1.701128,0.783815
-1.044354,1.699836,0.785003
-1.043675,1.698257,0.786332
-1.043170,1.698404,0.785612
-1.043623,1.700020,0.783530
-1.044816,1.702412,0.780948
-1.045574,1.704836,0.778327
-1.046696,1.706157,0.777151
-1.047908,1.707790,0.775492
-1.048756,1.709168,0.773991
-1.048965,1.709569,0.773531
-1.048829,1.708983,0.774099
-1.048973,1.708032,0.775156
-1.049318,1.705676,0.777941
-1.049983,1.702990,0.781280
-1.050890,1.700103,0.784920
-1.051177,1.699345,0.785904
-1.051263,1.699420,0.785924
-1.050324,1.698699,0.786659
-1.049149,1.697597,0.787801
-1.047950,1.696083,0.789323
-1.047077,1.694054,0.791470
-1.046404,1.693675,0.791602
-1.045600,1.694265,0.790565
-1.044908,1.694905,0.789640
-1.043463,1.695303,0.788803
-1.041786,1.695312,0.788226
-1.040371,1.694489,0.788475
-1.039785,1.692748,0.790057
-1.039572,1.691579,0.791063
-1.039522,1.692015,0.790447
-1.040130,1.692576,0.790041
-1.040452,1.693648,0.788998
-1.040305,1.694282,0.788157
-1.039873,1.694416,0.787550
-1.040011,1.694550,0.786966
-1.040400,1.696355,0.784405
-1.041405,1.699531,0.780255
-1.042835,1.701695,0.777654
-1.044482,1.703640,0.775542
-1.045549,1.705612,0.773178
-1.045267,1.706387,0.771629
-1.044691,1.705402,0.771959
-1.044707,1.702843,0.774307
-1.044791,1.701550,0.775014
-1.045551,1.703064,0.772732
-1.046026,1.704660,0.770373
-1.045064,1.705799,0.768040
-1.042456,1.705568,0.766423
-1.040301,1.703206,0.767213
-1.038989,1.699846,0.769227
-1.037621,1.699018,0.768487
-1.036855,1.701809,0.763551
-1.038023,1.707395,0.756155
-1.039971,1.714128,0.748424
-1.040900,1.719692,0.742892
-1.039714,1.720902,0.742507
-1.037128,1.715160,0.749841
-1.033135,1.702239,0.764569
-1.030457,1.687674,0.780448
-1.029150,1.671127,0.798057
-1.029314,1.656694,0.812921
-1.031150,1.644436,0.825698
-1.033181,1.635696,0.834511
-1.034972,1.628886,0.840981
-1.037511,1.623249,0.846340
-1.041904,1.620366,0.849080
-1.046885,1.620973,0.848625
-1.051851,1.623492,0.846544
-1.056190,1.624734,0.846143
-1.058913,1.622650,0.849241
-1.060229,1.617931,0.854796
-1.060623,1.610885,0.862520
-1.060426,1.601709,0.872470
-1.059956,1.592144,0.882799
-1.060639,1.584703,0.891414
-1.062476,1.578968,0.899085
-1.064290,1.575023,0.905679
-1.065611,1.572609,0.911300
-1.065555,1.570308,0.916722
-1.063188,1.566145,0.923540
-1.059716,1.562418,0.928222
-1.057887,1.561020,0.929681
-1.060255,1.564556,0.926105
-1.066228,1.572922,0.918289
-1.072674,1.585040,0.907269
-1.076499,1.596909,0.896522
-1.078206,1.603344,0.891710
-1.079797,1.604696,0.892499
-1.081215,1.604675,0.894731
