-0.044025,0.480691,0.787723,0.382740
-0.044728,0.480113,0.788241,0.382318
-0.046050,0.478971,0.789062,0.381899
-0.047621,0.477512,0.790098,0.381392
-0.049600,0.475523,0.791825,0.380040
-0.051140,0.473662,0.793947,0.377727
-0.052500,0.471275,0.797286,0.373469
-0.053633,0.469100,0.800520,0.369103
-0.055637,0.466626,0.803919,0.364527
-0.058049,0.464707,0.806261,0.361417
-0.061086,0.462802,0.808578,0.358169
-0.063501,0.461363,0.810477,0.355301
-0.065899,0.460088,0.812532,0.351806
-0.067253,0.459399,0.814240,0.348485
-0.067810,0.458997,0.816238,0.344208
-0.067815,0.458998,0.817694,0.340732
-0.067760,0.459345,0.818585,0.338125
-0.067816,0.460099,0.819000,0.336078
-0.067830,0.461028,0.818929,0.334973
-0.067648,0.462449,0.818504,0.334088
-0.067322,0.463964,0.817936,0.333445
-0.066862,0.466085,0.817058,0.332733
-0.066533,0.468241,0.816062,0.332215
-0.066577,0.471020,0.814561,0.331962
-0.067090,0.473687,0.812997,0.331897
-0.067918,0.477012,0.811143,0.331503
-0.068497,0.479876,0.809684,0.330816
-0.068962,0.483049,0.808113,0.329940
-0.069272,0.485543,0.806745,0.329563
-0.069603,0.488298,0.804990,0.329715
-0.069681,0.490523,0.803457,0.330134
-0.069117,0.492835,0.801930,0.330521
-0.067977,0.494565,0.800883,0.330712
-0.065945,0.496090,0.799968,0.331054
-0.063845,0.496917,0.799351,0.331714
-0.061398,0.497454,0.798690,0.332962
-0.059330,0.497604,0.798238,0.334195
-0.056917,0.497703,0.797969,0.335110
-0.054845,0.497838,0.797987,0.335211
-0.052893,0.497952,0.798240,0.334753
-0.052109,0.497974,0.798431,0.334388
-0.052461,0.498110,0.798219,0.334634
-0.053510,0.498350,0.797824,0.335054
-0.054732,0.498802,0.797440,0.335098
-0.055290,0.499368,0.797311,0.334470
-0.055215,0.500198,0.797311,0.333239
-0.054716,0.501060,0.797193,0.332308
-0.054335,0.502218,0.796476,0.332343
-0.054595,0.503313,0.795177,0.333750
-0.055407,0.504764,0.793127,0.336294
-0.056075,0.506246,0.791243,0.338386
-0.056454,0.508226,0.789267,0.339967
-0.056608,0.509987,0.787801,0.340704
-0.057084,0.512020,0.786159,0.341367
-0.057931,0.513703,0.784723,0.341998
-0.059211,0.515532,0.783243,0.342418
-0.060296,0.517079,0.782193,0.342297
-0.061425,0.518710,0.781285,0.341703
-0.062441,0.520036,0.780648,0.340957
-0.063856,0.521503,0.779886,0.340200
-0.065280,0.522664,0.779222,0.339669
-0.066805,0.523730,0.778596,0.339163
-0.068357,0.524830,0.778099,0.338294
-0.069179,0.525660,0.778012,0.337035
-0.069524,0.526474,0.778297,0.335030
-0.069669,0.527032,0.778595,0.333427
-0.070340,0.527421,0.778685,0.332458
-0.071523,0.527661,0.778479,0.332309
-0.073148,0.527918,0.778221,0.332151
-0.074116,0.528148,0.778327,0.331320
-0.074380,0.528352,0.778905,0.329574
-0.074162,0.528443,0.779533,0.327988
-0.074182,0.528523,0.779973,0.326806
-0.074795,0.528537,0.780025,0.326521
-0.076041,0.528507,0.779935,0.326497
-0.077097,0.528511,0.779965,0.326170
-0.077836,0.528519,0.780333,0.325101
-0.077994,0.528446,0.780937,0.323726
-0.077745,0.528028,0.781914,0.322108
-0.077479,0.527372,0.782797,0.321099
-0.077370,0.526462,0.783643,0.320556
-0.077361,0.525627,0.784280,0.320371
-0.077298,0.524904,0.784780,0.320347
-0.077195,0.524454,0.784974,0.320632
-0.077214,0.523974,0.784959,0.321448
-0.077508,0.523689,0.784710,0.322448
-0.077903,0.523444,0.784491,0.323284
-0.077873,0.523303,0.784597,0.323261
-0.076988,0.523200,0.785086,0.322452
-0.075805,0.522795,0.785756,0.321756
-0.074778,0.521901,0.786529,0.321559
-0.074486,0.521057,0.787119,0.321551
-0.074184,0.520111,0.788085,0.320785
-0.073446,0.519341,0.789286,0.319246
-0.072143,0.518551,0.790713,0.317289
-0.071053,0.517728,0.791916,0.315878
-0.070340,0.516810,0.793183,0.314357
-0.069758,0.515858,0.794508,0.312700
-0.068747,0.514638,0.796100,0.310881
-0.067805,0.513005,0.797628,0.309868
-0.067126,0.510929,0.799155,0.309510
-0.066849,0.509092,0.800259,0.309746
-0.066751,0.507024,0.801285,0.310506
-0.066871,0.505486,0.801869,0.311477
-0.067154,0.504019,0.802331,0.312602
-0.067374,0.503149,0.802495,0.313534
-0.067535,0.502276,0.802498,0.314888
-0.067883,0.501525,0.802307,0.316493
-0.068729,0.500340,0.802337,0.318105
-0.069331,0.498597,0.803340,0.318181
-0.068884,0.496204,0.805581,0.316349
-0.067050,0.493683,0.808133,0.314170
-0.064562,0.490346,0.811027,0.312454
-0.064020,0.488356,0.812360,0.312220
-0.064582,0.486255,0.813072,0.313526
-0.065519,0.484727,0.813365,0.314934
-0.066443,0.483301,0.813746,0.315947
-0.066899,0.482248,0.814228,0.316218
-0.067131,0.480965,0.815001,0.316131
-0.067138,0.479747,0.815877,0.315720
-0.066779,0.478315,0.817165,0.314636
-0.066049,0.477009,0.818482,0.313348
-0.065093,0.475459,0.819948,0.312070
-0.064560,0.474235,0.820842,0.311692
-0.064348,0.472895,0.821481,0.312087
-0.064383,0.471899,0.821794,0.312763
-0.064329,0.470988,0.822078,0.313401
-0.063893,0.470365,0.822405,0.313567
-0.062802,0.469815,0.822843,0.313462
-0.061553,0.469575,0.823020,0.313606
-0.060415,0.469159,0.823013,0.314466
-0.060178,0.468772,0.822770,0.315722
-0.060584,0.468428,0.822576,0.316659
-0.060920,0.468200,0.822724,0.316550
-0.061131,0.467798,0.823193,0.315882
-0.061428,0.467427,0.823585,0.315352
-0.062146,0.467081,0.823937,0.314803
-0.063074,0.466996,0.824108,0.314297
-0.064301,0.466927,0.824274,0.313717
-0.065336,0.466687,0.824575,0.313066
-0.066311,0.466453,0.825021,0.312035
-0.066806,0.466333,0.825458,0.310950
-0.067012,0.466062,0.825975,0.309936
-0.067279,0.465976,0.826099,0.309680
-0.067985,0.466004,0.825948,0.309885
-0.068843,0.465993,0.825850,0.309973
-0.069759,0.466029,0.825921,0.309525
-0.070196,0.466165,0.826162,0.308577
-0.070144,0.466386,0.826552,0.307205
-0.069961,0.466532,0.826722,0.306568
-0.070184,0.466621,0.826674,0.306511
-0.070899,0.466887,0.826436,0.306582
-0.071820,0.467184,0.826416,0.305970
-0.072226,0.467216,0.826761,0.304891
-0.072176,0.467059,0.827332,0.303592
-0.071875,0.466953,0.827729,0.302743
-0.071510,0.467070,0.827818,0.302406
-0.071473,0.467243,0.827565,0.302839
-0.072077,0.467704,0.826885,0.303841
-0.072879,0.468234,0.826296,0.304436
-0.073450,0.468884,0.825953,0.304227
-0.073150,0.469221,0.826015,0.303611
-0.072248,0.469279,0.826125,0.303437
-0.071680,0.469306,0.825970,0.303952
-0.071642,0.469283,0.825548,0.305141
-0.072147,0.469479,0.825056,0.306049
-0.072947,0.469961,0.824583,0.306396
-0.073339,0.470259,0.824508,0.306046
-0.073259,0.470558,0.824526,0.305558
-0.073068,0.470657,0.824505,0.305507
-0.073185,0.470566,0.824399,0.305904
-0.073831,0.470664,0.824136,0.306308
-0.074856,0.470723,0.824033,0.306244
-0.075708,0.470734,0.824134,0.305747
-0.076255,0.470846,0.824204,0.305250
-0.076667,0.470882,0.824323,0.304768
-0.076981,0.471005,0.824266,0.304654
-0.077493,0.471152,0.824097,0.304754
-0.077990,0.471205,0.824061,0.304640
-0.078349,0.471307,0.824144,0.304168
-0.078295,0.471305,0.824340,0.303653
-0.077919,0.471406,0.824397,0.303438
-0.077629,0.471591,0.824164,0.303857
-0.077758,0.471944,0.823645,0.304682
-0.078365,0.472502,0.823083,0.305181
-0.079121,0.473253,0.822644,0.305005
-0.079361,0.473919,0.822468,0.304383
-0.079106,0.474707,0.822250,0.303809
-0.078768,0.475246,0.822038,0.303630
-0.078651,0.475986,0.821539,0.303851
-0.078922,0.476774,0.820987,0.304036
-0.079480,0.477531,0.820584,0.303791
-0.079877,0.478155,0.820370,0.303284
-0.080044,0.478879,0.820183,0.302604
-0.079852,0.479395,0.820025,0.302264
-0.079574,0.479867,0.819691,0.302494
-0.079709,0.480206,0.819310,0.302952
-0.080235,0.480847,0.818848,0.303047
-0.080671,0.481295,0.818683,0.302665
-0.080503,0.481374,0.818811,0.302237
